Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
44,0,625,1,4,3,2,852,4,1,50,3,2,5,2,1,5933,5197,9,0,12,3,4,0,10,2,2,5,2,2,3,0
25,0,180,1,2,1,2,854,1,1,65,4,1,3,1,1,3424,21632,7,0,13,3,3,0,6,3,2,4,3,0,1,0
33,0,586,2,1,3,2,855,1,1,48,4,2,1,1,3,4037,21816,1,0,22,4,1,1,9,5,3,9,8,0,8,0
35,0,1343,1,27,1,2,856,3,0,53,2,1,3,1,1,2559,17852,1,0,11,3,4,0,6,3,2,6,5,1,1,0
36,0,928,2,1,2,1,857,2,1,56,3,2,1,4,2,6201,2823,1,1,14,3,4,1,18,1,2,18,14,4,11,0
32,0,117,2,13,4,1,859,2,1,73,3,2,1,4,3,4403,9250,2,0,11,3,3,1,8,3,2,5,2,0,3,0
30,1,1012,1,5,4,1,861,2,1,75,2,1,3,4,3,3761,2373,9,0,12,3,2,1,10,3,2,5,4,0,3,0
53,0,661,2,7,2,4,862,1,0,78,2,3,1,4,2,10934,20715,7,1,18,3,4,1,35,3,3,5,2,0,4,0
45,0,930,2,9,3,4,864,4,1,74,3,3,1,1,3,10761,19239,4,1,12,3,3,1,18,2,3,5,4,0,2,0
32,0,638,1,8,2,2,865,3,0,91,4,2,3,3,2,5175,22162,5,0,12,3,3,1,9,3,2,5,3,1,3,0
52,1,890,1,25,4,2,867,3,0,81,2,4,4,4,2,13826,19028,3,0,22,4,3,0,31,3,3,9,8,0,0,0
37,0,342,2,16,4,4,868,4,1,66,2,2,1,3,3,6334,24558,4,0,19,3,4,2,9,2,3,1,0,0,0,0
28,0,1169,3,8,2,2,869,2,1,63,2,1,3,4,3,4936,23965,1,0,13,3,4,1,6,6,3,5,1,0,4,0
22,0,1230,1,1,2,1,872,4,1,33,2,2,4,4,2,4775,19146,6,0,22,4,1,2,4,2,1,2,2,2,2,0
44,0,986,1,8,4,1,874,1,1,62,4,1,2,4,2,2818,5044,2,1,24,4,3,1,10,2,2,3,2,0,2,0
42,1,1271,1,2,1,2,875,2,1,35,3,1,3,4,1,2515,9068,5,1,14,3,4,0,8,2,3,2,1,2,2,0
36,0,1278,3,8,3,1,878,1,1,77,2,1,3,1,2,2342,8635,0,0,21,4,3,0,6,3,3,5,4,0,3,0
25,0,141,2,3,1,6,879,3,1,98,3,2,1,1,2,4194,14363,1,1,18,3,4,0,5,3,3,5,3,0,3,0
35,0,607,1,9,3,1,880,4,0,66,2,3,4,3,2,10685,23457,1,1,20,4,2,1,17,2,3,17,14,5,15,0
35,1,130,1,25,4,1,881,4,0,96,3,1,3,2,3,2022,16612,1,1,19,3,1,1,10,3,2,10,2,7,8,1
32,2,300,1,1,3,1,882,4,1,61,3,1,2,4,3,2314,9148,0,0,12,3,2,1,4,2,3,3,0,0,2,0
25,0,583,2,4,1,4,885,3,1,87,2,2,1,1,2,4256,18154,1,0,12,3,1,0,5,1,4,5,2,0,3,0
49,0,1418,1,1,3,5,887,3,0,36,3,1,3,1,2,3580,10554,2,0,16,3,2,1,7,2,3,4,2,0,2,0
24,2,1269,1,4,1,1,888,1,1,46,2,1,2,4,2,3162,10778,0,0,17,3,4,0,6,2,2,5,2,3,4,0
32,1,379,2,5,2,1,889,2,1,48,3,2,1,2,2,6524,8891,1,0,14,3,4,1,10,3,3,10,8,5,3,0
38,0,395,2,9,3,4,893,2,1,98,2,1,7,2,2,2899,12102,0,0,19,3,4,1,3,3,3,2,2,1,2,0
42,0,1265,1,3,3,1,894,3,0,95,4,2,2,4,2,5231,23726,2,1,13,3,2,1,17,1,2,5,3,1,3,0
31,0,1222,1,11,4,1,895,4,1,48,3,1,3,4,2,2356,14871,3,1,19,3,2,1,8,2,3,6,4,0,2,0
29,0,341,2,1,3,2,896,2,0,48,2,1,7,3,3,2800,23522,6,1,19,3,3,3,5,3,3,3,2,0,2,1
53,0,868,2,8,3,4,897,1,1,73,3,4,1,4,2,11836,22789,5,0,14,3,3,1,28,3,3,2,0,2,2,0
35,0,672,1,25,3,5,899,4,1,78,2,3,4,2,2,10903,9129,3,0,16,3,1,0,16,2,3,13,10,4,8,0
37,1,1231,2,21,2,2,900,3,0,54,3,1,7,4,2,2973,21222,5,0,15,3,2,1,10,3,3,5,4,0,0,0
53,0,102,1,23,4,1,901,4,0,72,3,4,8,4,1,14275,20206,6,0,18,3,3,0,33,0,3,12,9,3,8,0
43,1,422,1,1,3,1,902,4,0,33,3,2,5,4,2,5562,21782,4,0,13,3,2,1,12,2,2,5,2,2,2,0
47,0,249,2,2,2,4,903,3,0,35,3,2,1,4,2,4537,17783,0,1,22,4,1,1,8,2,3,7,6,7,7,0
37,2,1252,2,19,2,2,904,1,1,32,3,3,1,2,1,7642,4814,1,1,13,3,4,0,10,2,3,10,0,0,9,0
50,2,881,1,2,4,1,905,1,1,98,3,4,6,1,3,17924,4544,1,0,11,3,4,1,31,3,3,31,6,14,7,0
39,0,1383,3,2,3,1,909,4,0,42,2,2,3,4,2,5204,7790,8,0,11,3,3,2,13,2,3,5,4,0,4,0
33,0,1075,3,3,2,3,910,4,1,57,3,1,3,2,3,2277,22650,3,1,11,3,3,1,7,4,4,4,3,0,3,0
32,0,374,1,25,4,1,911,1,1,87,3,1,2,4,1,2795,18016,1,1,24,4,3,0,1,2,1,1,0,0,1,1
29,0,1086,1,7,1,2,912,1,0,62,2,1,2,4,3,2532,6054,6,0,14,3,3,3,8,5,3,4,3,0,3,0
44,0,661,1,9,2,1,913,2,1,61,3,1,3,1,2,2559,7508,1,1,13,3,4,0,8,0,3,8,7,7,1,0
28,0,821,2,5,4,2,916,1,1,98,3,2,1,4,1,4908,24252,1,0,14,3,2,0,4,3,3,4,2,0,2,0
58,1,781,1,2,1,1,918,4,1,57,2,1,2,4,3,2380,13384,9,1,14,3,4,1,3,3,2,1,0,0,0,1
43,0,177,1,8,3,1,920,1,0,55,3,2,4,2,3,4765,23814,4,0,21,4,3,1,4,2,4,1,0,0,0,0
20,0,500,2,2,3,2,922,3,0,49,2,1,7,3,1,2044,22052,1,0,13,3,4,0,2,3,2,2,2,0,2,1
21,0,1427,1,18,1,6,923,4,0,65,3,1,3,4,1,2693,8870,1,0,19,3,1,0,1,3,2,1,0,0,0,1
36,0,1425,1,14,1,1,924,3,1,68,3,2,5,4,2,6586,4821,0,1,17,3,1,1,17,2,2,16,8,4,11,0
47,0,1454,2,2,4,1,925,4,0,65,2,1,7,4,1,3294,13137,1,1,18,3,1,0,3,3,2,3,2,1,2,0
22,0,617,1,3,1,1,926,2,0,34,3,2,4,3,2,4171,10022,0,1,19,3,1,1,4,3,4,3,2,0,2,1
41,0,1085,1,2,4,1,927,2,0,57,1,1,2,4,3,2778,17725,4,1,13,3,3,1,10,1,2,7,7,1,0,1
28,0,995,1,9,3,2,930,3,0,77,3,1,3,3,3,2377,9834,5,0,18,3,2,1,6,2,3,2,2,2,2,0
39,0,1122,1,6,3,2,932,4,1,70,3,1,2,1,2,2404,4303,7,1,21,4,4,0,8,2,1,2,2,2,2,1
27,0,618,1,4,3,1,933,2,0,76,3,1,3,3,1,2318,17808,1,0,19,3,3,0,1,2,3,1,1,0,0,0
34,0,546,1,10,3,1,934,2,1,83,3,1,2,2,3,2008,6896,1,0,14,3,2,2,1,3,3,1,0,1,0,0
42,0,462,2,14,2,2,936,3,0,68,2,2,1,3,1,6244,7824,7,0,17,3,1,0,10,6,3,5,4,0,3,0
33,0,1198,1,1,4,6,939,3,1,100,2,1,3,1,1,2799,3339,3,1,11,3,2,0,6,1,3,3,2,0,2,0
58,0,1272,1,5,3,5,940,3,0,37,2,3,5,2,3,10552,9255,2,1,13,3,4,1,24,3,3,6,0,0,4,0
31,0,154,2,7,4,1,941,2,1,41,2,1,7,3,2,2329,11737,3,0,15,3,2,0,13,2,4,7,7,5,2,0
35,0,1137,1,21,1,1,942,4,0,51,3,2,5,4,2,4014,19170,1,1,25,4,4,1,10,2,1,10,6,0,7,0
49,0,527,1,8,2,6,944,1,0,51,3,3,2,2,2,7403,22477,4,0,11,3,3,1,29,3,2,26,9,1,7,0
48,0,1469,1,20,4,2,945,4,1,51,3,1,3,3,2,2259,5543,4,0,17,3,1,2,13,2,2,0,0,0,0,0
31,2,1188,2,20,2,4,947,4,0,45,3,2,1,3,2,6932,24406,1,0,13,3,4,1,9,2,2,9,8,0,0,0
36,0,188,1,7,4,6,949,2,1,65,3,1,3,4,1,4678,23293,2,0,18,3,3,0,8,6,3,6,2,0,1,0
38,0,1333,1,1,3,5,950,4,0,80,3,3,8,1,2,13582,16292,1,0,13,3,2,1,15,3,3,15,12,5,11,0
32,2,1184,1,1,3,1,951,3,0,70,2,1,2,2,2,2332,3974,6,0,20,4,3,0,5,3,3,3,0,0,2,0
25,0,867,2,19,2,4,952,3,1,36,2,1,7,2,2,2413,18798,1,1,18,3,3,3,1,2,3,1,0,0,0,1
40,0,658,2,10,4,4,954,1,1,67,2,3,1,2,3,9705,20652,2,0,12,3,2,1,11,2,2,1,0,0,0,0
26,1,1283,2,1,3,2,956,3,1,52,2,2,1,1,1,4294,11148,1,0,12,3,2,0,7,2,3,7,7,0,7,0
41,0,263,1,6,3,2,957,4,1,59,3,1,2,1,1,4721,3119,2,1,13,3,3,0,20,3,3,18,13,2,17,0
36,0,938,1,2,4,2,958,3,1,79,3,1,2,3,1,2519,12287,4,0,21,4,3,0,16,6,3,11,8,3,9,0
19,0,419,2,21,3,6,959,4,1,37,2,1,7,2,1,2121,9947,1,1,13,3,2,0,1,3,4,1,0,0,0,1
20,0,129,1,4,3,5,960,1,1,84,3,1,2,1,1,2973,13008,1,0,19,3,2,0,1,2,3,1,0,0,0,1
31,0,616,1,12,3,2,961,4,0,41,3,2,5,4,2,5855,17369,0,1,11,3,3,2,10,2,1,9,7,8,5,0
40,1,1469,1,9,4,2,964,4,1,35,3,1,3,2,3,3617,25063,8,1,14,3,4,1,3,2,3,1,1,0,0,0
32,0,498,1,3,4,2,966,3,0,93,3,2,4,1,2,6725,13554,1,0,12,3,3,1,8,2,4,8,7,6,3,0
36,0,530,2,3,1,1,967,3,1,51,2,3,1,4,2,10325,5518,1,1,11,3,1,1,16,6,3,16,7,3,7,1
33,0,1069,1,1,3,1,969,2,0,42,2,2,5,4,1,6949,12291,0,0,14,3,1,0,6,3,3,5,0,1,4,0
37,0,625,2,1,4,1,970,1,1,46,2,3,1,3,2,10609,14922,5,0,11,3,3,0,17,2,1,14,1,11,7,1
45,2,805,1,4,2,1,972,3,1,57,3,2,2,2,2,4447,23163,1,0,12,3,2,0,9,5,2,9,7,0,8,0
29,1,1404,2,20,3,5,974,3,0,84,3,1,7,4,2,2157,18203,1,0,15,3,2,1,3,5,3,3,1,0,2,0
35,0,1219,2,18,3,2,975,3,0,86,3,2,1,3,2,4601,6179,1,0,16,3,2,0,5,3,3,5,2,1,0,0
52,0,1053,1,1,2,1,976,4,1,70,3,4,6,4,2,17099,13829,2,0,15,3,2,1,26,2,2,9,8,7,8,0
58,0,289,1,2,3,5,977,4,1,51,3,1,3,3,1,2479,26227,4,0,24,4,1,0,7,4,3,1,0,0,0,1
53,0,1376,2,2,2,2,981,3,1,45,3,4,6,3,3,14852,13938,6,0,13,3,3,1,22,3,4,17,13,15,2,0
30,0,231,2,8,2,6,982,3,1,62,3,3,1,3,3,7264,9977,5,0,11,3,1,1,10,2,4,8,4,7,7,0
38,2,152,2,10,3,5,983,3,0,85,3,2,1,4,1,5666,19899,1,1,13,3,2,0,6,1,3,5,3,1,3,0
35,0,882,2,3,4,1,984,4,1,92,3,3,1,4,3,7823,6812,6,0,13,3,2,1,12,2,3,10,9,0,8,0
39,0,903,2,2,5,1,985,1,1,41,4,3,1,3,1,7880,2560,0,0,18,3,4,0,9,3,3,8,7,0,7,0
40,2,1479,2,24,3,1,986,2,0,100,4,4,1,2,1,13194,17071,4,1,16,3,4,0,22,2,2,1,0,0,0,1
47,1,1379,1,16,4,2,987,3,1,64,4,2,4,3,3,5067,6759,1,1,19,3,3,0,20,3,4,19,10,2,7,0
36,2,1229,2,8,4,5,990,1,1,84,3,2,1,4,3,5079,25952,4,0,13,3,4,2,12,3,3,7,7,0,7,0
31,2,335,1,9,2,2,991,3,1,46,2,1,3,1,1,2321,10322,0,1,22,4,1,0,4,0,3,3,2,1,2,1
33,2,722,2,17,3,1,992,4,1,38,3,4,6,3,1,17444,20489,1,0,11,3,4,0,10,2,3,10,8,6,0,0
29,0,906,1,10,3,1,994,4,0,92,2,1,3,1,1,2404,11479,6,1,20,4,3,0,3,5,3,0,0,0,0,1
33,0,461,1,13,1,1,995,2,0,53,3,1,3,4,1,3452,17241,3,0,18,3,1,0,5,4,3,3,2,0,2,0
45,0,974,1,1,4,2,996,4,0,91,3,1,2,4,3,2270,11005,3,0,14,3,4,2,8,2,3,5,3,0,2,0
50,0,1126,1,1,2,2,997,4,1,66,3,4,8,4,3,17399,6615,9,0,22,4,3,1,32,1,2,5,4,1,3,0
33,1,827,1,1,4,6,998,3,0,84,4,2,5,2,2,5488,20161,1,1,13,3,1,1,6,2,3,6,5,1,2,0
41,1,840,1,9,3,2,999,1,1,64,3,5,8,3,3,19419,3735,2,0,17,3,2,1,21,2,4,18,16,0,11,0
27,0,1134,1,16,4,5,1001,3,0,37,3,1,2,2,2,2811,12086,9,0,14,3,2,1,4,2,3,2,2,2,2,0
45,2,248,1,23,2,1,1002,4,1,42,3,2,2,1,2,3633,14039,1,1,15,3,3,1,9,2,3,9,8,0,8,0
47,0,955,2,4,2,1,1003,4,0,83,3,2,1,4,1,4163,8571,1,1,17,3,3,0,9,0,3,9,0,0,7,0
30,0,138,1,22,3,1,1004,1,0,48,3,1,3,3,2,2132,11539,4,1,11,3,2,0,7,2,3,5,2,0,1,1
50,0,939,1,24,3,1,1005,4,1,95,3,4,4,3,2,13973,4161,3,1,18,3,4,1,22,2,3,12,11,1,5,0
38,1,1391,1,10,1,2,1006,3,1,66,3,1,3,3,2,2684,12127,0,0,17,3,2,1,3,0,2,2,1,0,2,0
46,0,566,1,7,2,2,1007,4,1,75,3,3,4,3,3,10845,24208,6,0,13,3,2,1,13,3,3,8,7,0,7,0
24,0,1206,1,17,1,2,1009,4,0,41,2,2,4,3,3,4377,24117,1,0,15,3,2,2,5,6,3,4,2,3,2,0
35,0,622,1,14,4,6,1010,3,1,39,2,1,2,2,3,3743,10074,1,1,24,4,4,1,5,2,1,4,2,0,2,1
31,1,853,1,1,1,1,1011,3,0,96,3,2,4,1,2,4148,11275,1,0,12,3,3,1,4,1,3,4,3,0,3,0
18,2,287,1,5,2,1,1012,2,1,73,3,1,3,4,1,1051,13493,1,0,15,3,4,0,0,2,3,0,0,0,0,0
54,0,1441,1,17,3,5,1013,3,0,56,3,3,4,3,2,10739,13943,8,0,11,3,3,1,22,2,3,10,7,0,8,0
35,0,583,1,25,4,2,1014,3,0,57,3,3,5,3,3,10388,6975,1,1,11,3,3,1,16,3,2,16,10,10,1,0
30,0,153,1,8,2,1,1015,2,0,73,4,3,8,1,2,11416,17802,0,1,12,3,3,3,9,4,2,8,7,1,7,0
20,0,1097,1,11,3,2,1016,4,0,98,2,1,3,1,1,2600,18275,1,1,15,3,1,0,1,2,3,1,0,0,0,1
30,1,109,1,5,3,2,1017,2,0,60,3,1,2,2,1,2422,25725,0,0,17,3,1,0,4,3,3,3,2,1,2,1
26,0,1066,1,2,2,2,1018,4,1,32,4,2,4,4,2,5472,3334,1,0,12,3,2,0,8,2,3,8,7,1,3,0
22,0,217,1,8,1,1,1019,2,1,94,1,1,2,1,2,2451,6881,1,0,15,3,1,1,4,3,2,4,3,1,1,0
48,0,277,1,6,3,1,1022,1,1,97,2,2,5,3,1,4240,13119,2,0,13,3,4,0,19,0,3,2,2,2,2,0
48,0,1355,1,4,4,1,1024,3,1,78,2,3,5,3,1,10999,22245,7,0,14,3,2,0,27,3,3,15,11,4,8,0
41,0,549,1,7,2,2,1025,4,0,42,3,2,4,3,1,5003,23371,6,0,14,3,2,0,8,6,3,2,2,2,1,0
39,0,466,1,1,1,1,1026,4,0,65,2,4,4,4,2,12742,7060,1,0,16,3,3,1,21,3,3,21,6,11,8,0
27,0,1055,1,2,4,1,1027,1,0,47,3,2,4,4,2,4227,4658,0,0,18,3,2,1,4,2,3,3,2,2,2,0
35,0,802,1,10,3,6,1028,2,1,45,3,1,2,4,3,3917,9541,1,0,20,4,1,1,3,4,2,3,2,1,2,0
42,0,265,2,5,2,4,1029,4,1,90,3,5,6,3,2,18303,7770,6,0,13,3,2,0,21,3,4,1,0,0,0,0
50,0,804,1,9,3,1,1030,1,1,64,3,1,2,4,2,2380,20165,4,0,18,3,2,0,8,5,3,1,0,0,0,0
59,0,715,1,2,3,1,1032,3,0,69,2,4,4,4,1,13726,21829,3,1,13,3,1,0,30,4,3,5,3,4,3,0
37,0,1141,1,11,2,2,1033,1,0,61,1,2,5,2,2,4777,14382,5,0,15,3,1,0,15,2,1,1,0,0,0,1
55,1,135,1,18,4,2,1034,3,1,62,3,2,5,2,2,6385,12992,3,1,14,3,4,2,17,3,3,8,7,6,7,0
41,2,247,1,7,1,1,1035,2,0,55,1,5,8,3,3,19973,20284,1,0,22,4,2,2,21,3,3,21,16,5,10,0
38,0,1035,2,3,4,1,1036,2,1,42,3,2,1,4,1,6861,4981,8,1,12,3,3,0,19,1,3,1,0,0,0,0
26,2,265,2,29,2,2,1037,2,1,79,1,2,1,1,1,4969,21813,8,0,18,3,4,0,7,6,3,2,2,2,2,1
52,0,266,2,2,1,4,1038,1,0,57,1,5,6,4,2,19845,25846,1,0,15,3,4,1,33,3,3,32,14,6,9,1
44,0,1448,2,28,3,2,1039,4,0,53,4,4,1,4,2,13320,11737,3,1,18,3,3,1,23,2,3,12,11,11,11,0
50,2,145,2,1,3,1,1040,4,0,95,3,2,1,3,2,6347,24920,0,0,12,3,1,1,19,3,3,18,7,0,13,0
36,0,885,1,16,4,1,1042,3,0,43,4,1,2,1,1,2743,8269,1,0,16,3,3,0,18,1,3,17,13,15,14,1
39,1,945,1,22,3,2,1043,4,0,82,3,3,4,1,1,10880,5083,1,1,13,3,3,0,21,2,3,21,6,2,8,0
33,2,1038,2,8,1,1,1044,2,0,88,2,1,7,4,1,2342,21437,0,0,19,3,4,0,3,2,2,2,2,2,2,0
45,0,1234,2,11,2,1,1045,4,0,90,3,4,6,4,2,17650,5404,3,0,13,3,2,1,26,4,4,9,3,1,1,0
32,2,1109,1,29,4,2,1046,4,0,69,3,1,2,3,1,4025,11135,9,0,12,3,2,0,10,2,3,8,7,7,7,0
34,0,216,2,1,4,4,1047,2,1,75,4,2,1,4,3,9725,12278,0,0,11,3,4,1,16,2,2,15,1,0,9,0
59,0,1089,2,1,2,5,1048,2,1,66,3,3,6,4,2,11904,11038,3,1,14,3,3,1,14,1,1,6,4,0,4,0
45,0,788,3,24,4,2,1049,2,1,36,3,1,3,2,1,2177,8318,1,0,16,3,1,0,6,3,3,6,3,0,4,0
53,1,124,2,2,3,4,1050,3,0,38,2,3,1,2,2,7525,23537,2,0,12,3,1,1,30,2,3,15,7,6,12,0
36,0,660,1,15,3,6,1052,1,1,81,3,2,2,3,3,4834,7858,7,0,14,3,2,1,9,3,2,1,0,0,0,1
26,1,342,1,2,3,1,1053,1,1,57,3,1,3,1,2,2042,15346,6,1,14,3,2,1,6,2,3,3,2,1,2,1
34,0,1333,2,10,4,1,1055,3,0,87,3,1,7,3,2,2220,18410,1,1,19,3,4,1,1,2,3,1,1,0,0,0
28,0,1144,2,10,1,2,1056,4,1,74,3,1,7,2,2,1052,23384,1,0,22,4,2,0,1,5,3,1,0,0,0,0
38,1,1186,1,3,4,6,1060,3,1,44,3,1,3,3,2,2821,2997,3,0,16,3,1,1,8,2,3,2,2,2,2,0
50,0,1464,1,2,4,2,1061,2,1,62,3,5,8,3,2,19237,12853,2,1,11,3,4,1,29,2,2,8,1,7,7,0
37,0,124,1,3,3,6,1062,4,0,35,3,2,5,2,1,4107,13848,3,0,15,3,1,0,8,3,2,4,3,0,1,0
40,0,300,2,26,3,4,1066,3,1,74,3,2,1,1,2,8396,22217,1,0,14,3,2,1,8,3,2,7,7,7,5,0
26,1,921,1,1,1,2,1068,1,0,66,2,1,3,3,3,2007,25265,1,0,13,3,3,2,5,5,3,5,3,1,3,0
46,0,430,1,1,4,2,1069,4,1,40,3,5,8,4,3,19627,21445,9,0,17,3,4,2,23,0,3,2,2,2,2,0
54,0,1082,2,2,4,1,1070,3,0,41,2,3,1,3,2,10686,8392,6,0,11,3,2,1,13,4,3,9,4,7,0,0
56,1,1240,1,9,3,2,1071,1,0,63,3,1,3,3,2,2942,12154,2,0,19,3,2,1,18,4,3,5,4,0,3,0
36,0,796,1,12,5,2,1073,4,0,51,2,3,4,4,1,8858,15669,0,0,11,3,2,0,15,2,2,14,8,7,8,0
55,2,444,1,2,1,2,1074,3,1,40,2,4,6,1,1,16756,17323,7,0,15,3,2,0,31,3,4,9,7,6,2,0
43,0,415,2,25,3,2,1076,3,1,79,2,3,1,4,3,10798,5268,5,0,13,3,3,1,18,5,3,1,0,0,0,0
20,1,769,2,9,3,4,1077,4,0,54,3,1,7,4,1,2323,17205,1,1,14,3,2,0,2,3,3,2,2,0,2,1
21,0,1334,1,10,3,1,1079,3,0,36,2,1,2,1,1,1416,17258,1,0,13,3,1,0,1,6,2,1,0,1,0,1
46,0,1003,1,8,4,1,1080,4,0,74,2,2,3,1,3,4615,21029,8,1,23,4,1,3,19,2,3,16,13,1,7,0
51,0,1323,1,4,4,1,1081,1,1,34,3,1,3,3,2,2461,10332,9,1,12,3,3,3,18,2,4,10,0,2,7,1
28,2,1366,1,24,2,5,1082,2,1,72,2,3,5,1,1,8722,12355,1,0,12,3,1,0,10,2,2,10,7,1,9,1
26,0,192,1,1,2,2,1083,1,1,59,2,1,2,1,2,3955,11141,1,0,16,3,1,2,6,2,3,5,3,1,3,0
30,0,1176,1,20,3,6,1084,3,1,85,3,2,4,1,2,9957,9096,0,0,15,3,3,1,7,1,2,6,2,0,2,0
41,0,509,1,7,2,5,1085,2,0,43,4,1,3,3,2,3376,18863,1,0,13,3,3,0,10,3,3,10,6,0,8,0
38,0,330,1,17,1,1,1088,3,0,65,2,3,5,3,2,8823,24608,0,0,18,3,1,1,20,4,2,19,9,1,9,0
40,0,1492,1,20,4,5,1092,1,1,61,3,3,5,4,2,10322,26542,4,0,20,4,4,1,14,6,3,11,10,11,1,0
27,2,1277,1,8,5,1,1094,1,1,87,1,1,2,3,2,4621,5869,1,0,19,3,4,3,3,4,3,3,2,1,2,0
55,1,1091,1,2,1,1,1096,4,1,65,3,3,4,2,2,10976,15813,3,0,18,3,2,1,23,4,3,3,2,1,2,0
28,0,857,1,10,3,6,1097,3,0,59,3,2,3,3,1,3660,7909,3,0,13,3,4,0,10,4,4,8,7,1,7,0
44,0,1376,3,1,2,2,1098,2,1,91,2,3,3,1,2,10482,2326,9,0,14,3,4,1,24,1,3,20,6,3,6,1
33,0,654,1,5,3,1,1099,4,1,34,2,3,5,4,3,7119,21214,4,0,15,3,3,1,9,2,3,3,2,1,2,0
35,0,1204,2,4,3,5,1100,4,1,86,3,3,1,1,1,9582,10333,0,1,22,4,1,0,9,2,3,8,7,4,7,1
33,1,827,1,29,4,2,1101,1,0,54,2,2,3,3,1,4508,3129,1,0,22,4,2,0,14,4,3,13,7,3,8,1
28,0,895,1,15,2,1,1102,1,1,50,3,1,2,3,3,2207,22482,1,0,16,3,4,1,4,5,2,4,2,2,2,0
34,1,618,1,3,1,1,1103,1,1,45,3,2,5,4,1,7756,22266,0,0,17,3,3,0,7,1,2,6,2,0,4,0
37,0,309,2,10,4,1,1105,4,0,88,2,2,1,4,3,6694,24223,2,1,14,3,3,3,8,5,3,1,0,0,0,0
25,0,1219,1,4,1,5,1106,4,1,32,3,1,2,4,2,3691,4605,1,1,15,3,2,1,7,3,4,7,7,5,6,1
26,0,1330,1,21,3,2,1107,1,1,37,3,1,2,3,3,2377,19373,1,0,20,4,3,1,1,0,2,1,1,0,0,1
33,0,1017,1,25,3,2,1108,1,1,55,2,1,3,2,1,2313,2993,4,1,20,4,2,0,5,0,3,2,2,2,2,1
42,0,469,1,2,2,2,1109,4,1,35,3,4,6,1,2,17665,14399,0,0,17,3,4,1,23,3,3,22,6,13,7,0
28,1,1009,1,1,3,2,1111,1,1,45,2,1,2,2,3,2596,7160,1,0,15,3,1,2,1,2,3,1,0,0,0,1
50,1,959,2,1,4,6,1113,4,1,81,3,2,1,3,1,4728,17251,3,1,14,3,4,0,5,4,3,0,0,0,0,1
33,1,970,2,7,3,1,1114,4,0,30,3,2,1,2,2,4302,13401,0,0,17,3,3,1,4,3,3,3,2,0,2,0
34,2,697,1,3,4,1,1115,3,1,40,2,1,3,4,2,2979,22478,3,0,17,3,4,3,6,2,3,0,0,0,0,0
48,2,1262,1,1,4,2,1116,1,1,35,4,4,6,4,1,16885,16154,2,0,22,4,3,0,27,3,2,5,4,2,1,0
45,2,1050,2,9,4,1,1117,2,0,65,2,2,1,3,2,5593,17970,1,0,13,3,4,1,15,2,3,15,10,4,12,0
52,0,994,1,7,4,1,1118,2,1,87,3,3,5,2,1,10445,15322,7,0,19,3,4,0,18,4,3,8,6,4,0,0
38,0,770,2,10,4,4,1119,3,1,73,2,3,1,3,3,8740,5569,0,1,14,3,2,2,9,2,3,8,7,2,7,0
29,0,1107,1,28,4,1,1120,3,0,93,3,1,3,4,3,2514,26968,4,0,22,4,1,1,11,1,3,7,5,1,7,0
28,0,950,1,3,3,2,1121,4,0,93,3,3,4,2,3,7655,8039,0,0,17,3,2,3,10,3,2,9,7,1,7,0
46,0,406,2,3,1,4,1124,1,1,52,3,4,6,3,2,17465,15596,3,0,12,3,4,1,23,3,3,12,9,4,9,0
38,0,130,2,2,2,4,1125,4,1,32,3,3,1,2,1,7351,20619,7,0,16,3,3,0,10,2,3,1,0,0,0,0
43,1,1082,1,27,3,1,1126,3,0,83,3,3,4,1,2,10820,11535,8,0,11,3,3,1,18,1,3,8,7,0,1,0
39,1,203,1,2,3,1,1127,1,1,84,3,4,5,4,3,12169,13547,7,0,11,3,4,3,21,4,3,18,7,11,5,1
40,0,1308,1,14,3,2,1128,3,1,44,2,5,8,3,1,19626,17544,1,0,14,3,1,0,21,2,4,20,7,4,9,0
21,0,984,1,1,1,5,1131,4,0,70,2,1,3,2,1,2070,25326,1,1,11,3,3,0,2,6,4,2,2,2,2,0
39,2,439,1,9,3,1,1132,3,1,70,3,2,2,2,1,6782,8770,9,0,15,3,3,0,9,2,2,5,4,0,3,0
36,2,217,1,18,4,1,1133,1,1,78,3,2,4,4,1,7779,23238,2,0,20,4,1,0,18,0,3,11,9,0,9,0
31,1,793,2,20,3,1,1135,3,1,67,4,1,7,4,2,2791,21981,0,0,12,3,1,1,3,4,3,2,2,2,2,0
28,0,1451,1,2,1,1,1136,1,1,67,2,1,3,2,2,3201,19911,0,0,17,3,1,0,6,2,1,5,3,0,4,0
35,1,1182,2,11,2,4,1137,4,1,54,3,2,1,4,3,4968,18500,1,0,11,3,4,1,5,3,3,5,2,0,2,0
49,0,174,2,8,4,5,1138,4,1,56,2,4,1,2,2,13120,11879,6,0,17,3,2,1,22,3,3,9,8,2,3,0
